Y,X,Corr,Corr_abs,Exp,Config,Table,Rank,Rank_Table,asset,CHN
MSEUEGFL Index,CPIIINDX Index_90,-0.290042465,0.290042465,CPIIINDX Index,90,jf_data.eco_nav,2,8,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,CPIIINDX Index_120,-0.334365977,0.334365977,CPIIINDX Index,120,jf_data.eco_nav,1,1,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,FXCTEM8 Index_0,-0.271047651,0.271047651,FXCTEM8 Index,0,jf_data.eco_nav,1,10,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,3AGSREG Index_0,-0.295079252,0.295079252,3AGSREG Index,0,jf_data.eco_nav,1,6,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,INRPYLD Index_0,-0.264673393,0.264673393,INRPYLD Index,0,jf_data.eco_nav,1,14,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,DOETCRUD Index_44,0.266456228,0.266456228,DOETCRUD Index,44,jf_data.eco_nav,1,12,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,DOETCRUD Index_120,0.24604559,0.24604559,DOETCRUD Index,120,jf_data.eco_nav,2,20,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,ARDITRBM Index_10,-0.294079973,0.294079973,ARDITRBM Index,10,jf_data.eco_nav,1,7,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,CEFWOPCT Index_90,0.246896023,0.246896023,CEFWOPCT Index,90,jf_data.eco_nav,2,19,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,CEFWOPCT Index_120,0.247776574,0.247776574,CEFWOPCT Index,120,jf_data.eco_nav,1,18,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,PHC2II Index_120,0.330620904,0.330620904,PHC2II Index,120,jf_data.eco_nav,1,2,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,CPMINMAN Index_44,0.300549217,0.300549217,CPMINMAN Index,44,jf_data.eco_nav,1,4,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,CONSP5MD Index_250,-0.249768789,0.249768789,CONSP5MD Index,250,jf_data.eco_nav,1,17,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,CONSPXMD Index_0,-0.268131851,0.268131851,CONSPXMD Index,0,jf_data.eco_nav,2,11,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,CONSPXMD Index_250,-0.313211202,0.313211202,CONSPXMD Index,250,jf_data.eco_nav,1,3,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,EMPRPAID Index_0,-0.264190726,0.264190726,EMPRPAID Index,0,jf_data.eco_nav,1,15,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,OPCRTOTL Index_250,-0.257241457,0.257241457,OPCRTOTL Index,250,jf_data.eco_nav,1,16,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,INRPYLDP Index_0,-0.278630353,0.278630353,INRPYLDP Index,0,jf_data.eco_nav,1,9,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,S5ENRS Index_0,-0.287002924,0.287002924,S5ENRS Index,0,jf_data.index_ohlcv_pe,1,5,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,MXWO0EN Index_0,-0.284514578,0.284514578,MXWO0EN Index,0,jf_data.index_ohlcv_pe,1,6,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,JPNK400 Index_250,-0.262347697,0.262347697,JPNK400 Index,250,jf_data.index_ohlcv_pe,1,20,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,MXMX Index_0,-0.272895164,0.272895164,MXMX Index,0,jf_data.index_ohlcv_pe,1,13,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,IXE Index_0,-0.290092638,0.290092638,IXE Index,0,jf_data.index_ohlcv_pe,1,2,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,S5OILP Index_0,-0.293005687,0.293005687,S5OILP Index,0,jf_data.index_ohlcv_pe,1,1,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,SPSIOP Index_0,-0.273148207,0.273148207,SPSIOP Index,0,jf_data.index_ohlcv_pe,1,12,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,XOI Index_0,-0.281956689,0.281956689,XOI Index,0,jf_data.index_ohlcv_pe,1,8,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,TPRETL Index_44,-0.262361155,0.262361155,TPRETL Index,44,jf_data.index_ohlcv_pe,2,19,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,TPRETL Index_120,-0.276810906,0.276810906,TPRETL Index,120,jf_data.index_ohlcv_pe,1,10,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,SHPROP Index_120,0.265706217,0.265706217,SHPROP Index,120,jf_data.index_ohlcv_pe,1,18,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,EURPLN Curncy_250,0.289827066,0.289827066,EURPLN Curncy,250,jf_data.index_ohlcv_pe,1,4,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,TWD Curncy_0,0.270903088,0.270903088,TWD Curncy,0,jf_data.index_ohlcv_pe,1,14.5,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,USDTWD Curncy_0,0.270903088,0.270903088,USDTWD Curncy,0,jf_data.index_ohlcv_pe,1,14.5,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,HO1 Comdty_0,-0.27425857,0.27425857,HO1 Comdty,0,jf_data.index_ohlcv_pe,1,11,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,QS1 Comdty_0,-0.267023564,0.267023564,QS1 Comdty,0,jf_data.index_ohlcv_pe,1,17,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,FN1 Comdty_0,-0.276816344,0.276816344,FN1 Comdty,0,jf_data.index_ohlcv_pe,1,9,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,SPGINRTR Index_0,-0.290089711,0.290089711,SPGINRTR Index,0,jf_data.index_ohlcv_pe,1,3,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,FTCANN Index_0,-0.269435051,0.269435051,FTCANN Index,0,jf_data.index_ohlcv_pe,1,16,新兴拉美股票,MSCI拉丁美洲指数
MSEUEGFL Index,DSM Index_0,-0.282557219,0.282557219,DSM Index,0,jf_data.index_ohlcv_pe,1,7,新兴拉美股票,MSCI拉丁美洲指数
MXEE Index,CHUF Index_44,-0.372698311,0.372698311,CHUF Index,44,jf_data.eco_nav,1,3,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,CHUF Index_90,-0.335181085,0.335181085,CHUF Index,90,jf_data.eco_nav,2,6,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,CPIIINDX Index_90,-0.356772906,0.356772906,CPIIINDX Index,90,jf_data.eco_nav,2,4,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,CPIIINDX Index_120,-0.407278415,0.407278415,CPIIINDX Index,120,jf_data.eco_nav,1,2,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,KLIB3M Index_44,-0.28632485,0.28632485,KLIB3M Index,44,jf_data.eco_nav,1,15,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,TAREDSC Index_0,-0.284265761,0.284265761,TAREDSC Index,0,jf_data.eco_nav,1,16,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,INRPYLD Index_0,-0.288782457,0.288782457,INRPYLD Index,0,jf_data.eco_nav,1,14,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,DOETCRUD Index_44,0.303778934,0.303778934,DOETCRUD Index,44,jf_data.eco_nav,2,12,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,DOETCRUD Index_120,0.344211458,0.344211458,DOETCRUD Index,120,jf_data.eco_nav,1,5,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,ARDITRBM Index_10,-0.318441923,0.318441923,ARDITRBM Index,10,jf_data.eco_nav,1,8,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,PHC2II Index_120,0.278609532,0.278609532,PHC2II Index,120,jf_data.eco_nav,1,19,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,USRINDEX Index_250,-0.283199049,0.283199049,USRINDEX Index,250,jf_data.eco_nav,1,17,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,CPMINMAN Index_44,0.414565657,0.414565657,CPMINMAN Index,44,jf_data.eco_nav,1,1,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,CONSPXMD Index_250,-0.322481494,0.322481494,CONSPXMD Index,250,jf_data.eco_nav,1,7,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,EMPRPAID Index_0,-0.31203985,0.31203985,EMPRPAID Index,0,jf_data.eco_nav,1,9,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,ECO1GFKC Index_90,0.281530082,0.281530082,ECO1GFKC Index,90,jf_data.eco_nav,1,18,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,OPCRTOTL Index_250,-0.303953409,0.303953409,OPCRTOTL Index,250,jf_data.eco_nav,1,11,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,INRPYLDP Index_0,-0.306049641,0.306049641,INRPYLDP Index,0,jf_data.eco_nav,1,10,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,NYFANG Index_20,-0.309609473,0.309609473,NYFANG Index,20,jf_data.index_ohlcv_pe,2,4,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,NYFANG Index_44,-0.383264655,0.383264655,NYFANG Index,44,jf_data.index_ohlcv_pe,1,1,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,S5ENRS Index_0,-0.286305465,0.286305465,S5ENRS Index,0,jf_data.index_ohlcv_pe,1,11,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,MXWO0EN Index_0,-0.292947538,0.292947538,MXWO0EN Index,0,jf_data.index_ohlcv_pe,1,9,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,JPNK400 Index_20,-0.309294022,0.309294022,JPNK400 Index,20,jf_data.index_ohlcv_pe,1,5,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,IXE Index_0,-0.285861589,0.285861589,IXE Index,0,jf_data.index_ohlcv_pe,1,12,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,S5OILP Index_0,-0.267749791,0.267749791,S5OILP Index,0,jf_data.index_ohlcv_pe,1,18,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,XOI Index_0,-0.298799632,0.298799632,XOI Index,0,jf_data.index_ohlcv_pe,1,7,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,SHPROP Index_120,0.268817227,0.268817227,SHPROP Index,120,jf_data.index_ohlcv_pe,1,17,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,TPXNTR Index_20,-0.3171734,0.3171734,TPXNTR Index,20,jf_data.index_ohlcv_pe,1,3,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,EURPLN Curncy_0,0.30731288,0.30731288,EURPLN Curncy,0,jf_data.index_ohlcv_pe,2,6,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,EURPLN Curncy_250,0.323330121,0.323330121,EURPLN Curncy,250,jf_data.index_ohlcv_pe,1,2,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,EURCZK Curncy_250,0.265519739,0.265519739,EURCZK Curncy,250,jf_data.index_ohlcv_pe,1,19,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,EURHUF Curncy_250,0.274049298,0.274049298,EURHUF Curncy,250,jf_data.index_ohlcv_pe,1,16,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,ILS Curncy_250,0.281374725,0.281374725,ILS Curncy,250,jf_data.index_ohlcv_pe,1,15,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,PLN Curncy_250,0.29717769,0.29717769,PLN Curncy,250,jf_data.index_ohlcv_pe,1,8,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,SPGSCITR Index_250,-0.281723262,0.281723262,SPGSCITR Index,250,jf_data.index_ohlcv_pe,1,14,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,SPGINRTR Index_0,-0.282037982,0.282037982,SPGINRTR Index,0,jf_data.index_ohlcv_pe,1,13,欧非中东股票,MSCI 新兴市场欧非中东指数
MXEE Index,DSM Index_0,-0.2909035,0.2909035,DSM Index,0,jf_data.index_ohlcv_pe,1,10,欧非中东股票,MSCI 新兴市场欧非中东指数
LEGATRUU Index,IRRBIOER Index_44,0.22895396,0.22895396,IRRBIOER Index,44,jf_data.eco_nav,1,8,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,DOETCRUD Index_44,0.255922453,0.255922453,DOETCRUD Index,44,jf_data.eco_nav,1,3,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,DOIDCRUD Index_44,0.255984451,0.255984451,DOIDCRUD Index,44,jf_data.eco_nav,1,2,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,PHC2II Index_250,0.386822575,0.386822575,PHC2II Index,250,jf_data.eco_nav,1,1,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,GRZECURR Index_20,0.252568664,0.252568664,GRZECURR Index,20,jf_data.eco_nav,1,4,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,BSPGCPUS Index_20,0.229278925,0.229278925,BSPGCPUS Index,20,jf_data.eco_nav,1,7,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,EMPRPAID Index_250,-0.244732607,0.244732607,EMPRPAID Index,250,jf_data.eco_nav,1,5,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,BRCPALLY Index_250,-0.225905934,0.225905934,BRCPALLY Index,250,jf_data.eco_nav,1,9,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,NAPMINV Index_0,-0.234303966,0.234303966,NAPMINV Index,0,jf_data.eco_nav,1,6,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,URPIPRCQ Index_44,-0.22344338,0.22344338,URPIPRCQ Index,44,jf_data.eco_nav,1,10,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,SZ399006 Index_20,-0.220014617,0.220014617,SZ399006 Index,20,jf_data.index_ohlcv_pe,1,5,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,XW1 Comdty_20,-0.271022473,0.271022473,XW1 Comdty,20,jf_data.index_ohlcv_pe,2,2,全球债券,彭博巴克莱全球总收益指数
LEGATRUU Index,XW1 Comdty_90,-0.300999693,0.300999693,XW1 Comdty,90,jf_data.index_ohlcv_pe,1,1,全球债券,彭博巴克莱全球总收益指数
BWORLD Index,CHUF Index_44,-0.379758889,0.379758889,CHUF Index,44,jf_data.eco_nav,1,3,全球股票,彭博全球指数
BWORLD Index,CHUF Index_90,-0.373367189,0.373367189,CHUF Index,90,jf_data.eco_nav,2,4,全球股票,彭博全球指数
BWORLD Index,CPIIINDX Index_90,-0.341355116,0.341355116,CPIIINDX Index,90,jf_data.eco_nav,2,6,全球股票,彭博全球指数
BWORLD Index,CPIIINDX Index_120,-0.405123099,0.405123099,CPIIINDX Index,120,jf_data.eco_nav,1,1,全球股票,彭博全球指数
BWORLD Index,TAREDSC Index_0,-0.284871567,0.284871567,TAREDSC Index,0,jf_data.eco_nav,1,20,全球股票,彭博全球指数
BWORLD Index,DOETCRUD Index_44,0.335933591,0.335933591,DOETCRUD Index,44,jf_data.eco_nav,2,7,全球股票,彭博全球指数
BWORLD Index,DOETCRUD Index_120,0.395470762,0.395470762,DOETCRUD Index,120,jf_data.eco_nav,1,2,全球股票,彭博全球指数
BWORLD Index,ARDITRBM Index_10,-0.317342468,0.317342468,ARDITRBM Index,10,jf_data.eco_nav,1,9,全球股票,彭博全球指数
BWORLD Index,CPMINMAN Index_44,0.364565665,0.364565665,CPMINMAN Index,44,jf_data.eco_nav,1,5,全球股票,彭博全球指数
BWORLD Index,CONSPXMD Index_250,-0.313671597,0.313671597,CONSPXMD Index,250,jf_data.eco_nav,1,10,全球股票,彭博全球指数
BWORLD Index,JCOMSHCF Index_120,0.285895413,0.285895413,JCOMSHCF Index,120,jf_data.eco_nav,1,19,全球股票,彭博全球指数
BWORLD Index,EMPRPAID Index_0,-0.291767672,0.291767672,EMPRPAID Index,0,jf_data.eco_nav,1,16,全球股票,彭博全球指数
BWORLD Index,ECO1GFKC Index_44,0.289488708,0.289488708,ECO1GFKC Index,44,jf_data.eco_nav,2,17,全球股票,彭博全球指数
BWORLD Index,ECO1GFKC Index_120,0.293599945,0.293599945,ECO1GFKC Index,120,jf_data.eco_nav,1,15,全球股票,彭博全球指数
BWORLD Index,OPCRTOTL Index_250,-0.334164895,0.334164895,OPCRTOTL Index,250,jf_data.eco_nav,1,8,全球股票,彭博全球指数
BWORLD Index,JNTSMFG Index_90,0.294327904,0.294327904,JNTSMFG Index,90,jf_data.eco_nav,1,13,全球股票,彭博全球指数
BWORLD Index,EHPIEMG Index_90,-0.296010766,0.296010766,EHPIEMG Index,90,jf_data.eco_nav,1,12,全球股票,彭博全球指数
BWORLD Index,MXWO0EN Index_0,-0.275923265,0.275923265,MXWO0EN Index,0,jf_data.index_ohlcv_pe,1,8,全球股票,彭博全球指数
BWORLD Index,JPNK400 Index_0,-0.252311495,0.252311495,JPNK400 Index,0,jf_data.index_ohlcv_pe,1,18,全球股票,彭博全球指数
BWORLD Index,KRX Index_44,-0.252627906,0.252627906,KRX Index,44,jf_data.index_ohlcv_pe,1,17,全球股票,彭博全球指数
BWORLD Index,KOSDQ150 Index_250,-0.264831459,0.264831459,KOSDQ150 Index,250,jf_data.index_ohlcv_pe,1,13,全球股票,彭博全球指数
BWORLD Index,PMOMENUS Index_90,-0.253769055,0.253769055,PMOMENUS Index,90,jf_data.index_ohlcv_pe,1,16,全球股票,彭博全球指数
BWORLD Index,XOI Index_0,-0.265726519,0.265726519,XOI Index,0,jf_data.index_ohlcv_pe,1,10,全球股票,彭博全球指数
BWORLD Index,SHPROP Index_90,0.262972432,0.262972432,SHPROP Index,90,jf_data.index_ohlcv_pe,2,14,全球股票,彭博全球指数
BWORLD Index,SHPROP Index_120,0.297701303,0.297701303,SHPROP Index,120,jf_data.index_ohlcv_pe,1,3,全球股票,彭博全球指数
BWORLD Index,LGCPTRUH Index_10,0.24378168,0.24378168,LGCPTRUH Index,10,jf_data.index_ohlcv_pe,1,20,全球股票,彭博全球指数
BWORLD Index,EURPLN Curncy_0,0.315291372,0.315291372,EURPLN Curncy,0,jf_data.index_ohlcv_pe,1,1,全球股票,彭博全球指数
BWORLD Index,EURPLN Curncy_250,0.301355533,0.301355533,EURPLN Curncy,250,jf_data.index_ohlcv_pe,2,2,全球股票,彭博全球指数
BWORLD Index,EURCZK Curncy_250,0.276344166,0.276344166,EURCZK Curncy,250,jf_data.index_ohlcv_pe,1,7,全球股票,彭博全球指数
BWORLD Index,EURHUF Curncy_250,0.264926763,0.264926763,EURHUF Curncy,250,jf_data.index_ohlcv_pe,1,12,全球股票,彭博全球指数
BWORLD Index,ILS Curncy_250,0.285308729,0.285308729,ILS Curncy,250,jf_data.index_ohlcv_pe,1,5,全球股票,彭博全球指数
BWORLD Index,PLN Curncy_250,0.296430151,0.296430151,PLN Curncy,250,jf_data.index_ohlcv_pe,1,4,全球股票,彭博全球指数
BWORLD Index,HO1 Comdty_250,-0.265018611,0.265018611,HO1 Comdty,250,jf_data.index_ohlcv_pe,1,11,全球股票,彭博全球指数
BWORLD Index,QS1 Comdty_250,-0.272305071,0.272305071,QS1 Comdty,250,jf_data.index_ohlcv_pe,1,9,全球股票,彭博全球指数
BWORLD Index,SPGSCITR Index_250,-0.283506817,0.283506817,SPGSCITR Index,250,jf_data.index_ohlcv_pe,1,6,全球股票,彭博全球指数
BWORLD Index,CRY Index_250,-0.246577776,0.246577776,CRY Index,250,jf_data.index_ohlcv_pe,1,19,全球股票,彭博全球指数
BWORLD Index,DSM Index_250,-0.261353401,0.261353401,DSM Index,250,jf_data.index_ohlcv_pe,1,15,全球股票,彭博全球指数
USGG3YR Index,FDTRFTRL Index_20,-0.332125849,0.332125849,FDTRFTRL Index,20,jf_data.eco_nav,1,1,全球另类策略,3年期美债收益率
USGG3YR Index,FDTRFTRL Index_120,-0.268163889,0.268163889,FDTRFTRL Index,120,jf_data.eco_nav,2,2,全球另类策略,3年期美债收益率
USGG3YR Index,CANMORT5 Index_120,-0.245749858,0.245749858,CANMORT5 Index,120,jf_data.eco_nav,1,5,全球另类策略,3年期美债收益率
USGG3YR Index,POREANN Index_90,-0.243613218,0.243613218,POREANN Index,90,jf_data.eco_nav,1,6,全球另类策略,3年期美债收益率
USGG3YR Index,USRINDEX Index_10,0.24059817,0.24059817,USRINDEX Index,10,jf_data.eco_nav,1,7,全球另类策略,3年期美债收益率
USGG3YR Index,USRINDEX Index_20,0.223625239,0.223625239,USRINDEX Index,20,jf_data.eco_nav,2,8,全球另类策略,3年期美债收益率
USGG3YR Index,BRCPALLY Index_250,0.254398269,0.254398269,BRCPALLY Index,250,jf_data.eco_nav,1,3,全球另类策略,3年期美债收益率
USGG3YR Index,NYFANG Index_120,0.230337601,0.230337601,NYFANG Index,120,jf_data.index_ohlcv_pe,1,4,全球另类策略,3年期美债收益率
USGG3YR Index,TPELEC Index_120,0.224555442,0.224555442,TPELEC Index,120,jf_data.index_ohlcv_pe,1,5,全球另类策略,3年期美债收益率
USGG3YR Index,CT1 Comdty_20,0.245248874,0.245248874,CT1 Comdty,20,jf_data.index_ohlcv_pe,1,3,全球另类策略,3年期美债收益率
USGG3YR Index,CT1 Comdty_44,0.224496803,0.224496803,CT1 Comdty,44,jf_data.index_ohlcv_pe,2,6,全球另类策略,3年期美债收益率
USGG3YR Index,BCNCOAS Index_0,-0.267960361,0.267960361,BCNCOAS Index,0,jf_data.index_ohlcv_pe,1,1,全球另类策略,3年期美债收益率
USGG3YR Index,FLQ1IN Index_250,0.258521834,0.258521834,FLQ1IN Index,250,jf_data.index_ohlcv_pe,1,2,全球另类策略,3年期美债收益率
MXWO0RE Index,CHUF Index_44,-0.366582524,0.366582524,CHUF Index,44,jf_data.eco_nav,2,6,房地产,MSCI全球房地产指数
MXWO0RE Index,CHUF Index_90,-0.371864771,0.371864771,CHUF Index,90,jf_data.eco_nav,1,5,房地产,MSCI全球房地产指数
MXWO0RE Index,CPIIINDX Index_90,-0.30939397,0.30939397,CPIIINDX Index,90,jf_data.eco_nav,2,9,房地产,MSCI全球房地产指数
MXWO0RE Index,CPIIINDX Index_120,-0.404602734,0.404602734,CPIIINDX Index,120,jf_data.eco_nav,1,2,房地产,MSCI全球房地产指数
MXWO0RE Index,TAREDSC Index_0,-0.28592814,0.28592814,TAREDSC Index,0,jf_data.eco_nav,1,15,房地产,MSCI全球房地产指数
MXWO0RE Index,FED5YEAR Index_20,-0.274511541,0.274511541,FED5YEAR Index,20,jf_data.eco_nav,1,20,房地产,MSCI全球房地产指数
MXWO0RE Index,DOETCRUD Index_44,0.379860349,0.379860349,DOETCRUD Index,44,jf_data.eco_nav,2,4,房地产,MSCI全球房地产指数
MXWO0RE Index,DOETCRUD Index_120,0.457198109,0.457198109,DOETCRUD Index,120,jf_data.eco_nav,1,1,房地产,MSCI全球房地产指数
MXWO0RE Index,DOIDCRUD Index_120,0.280131935,0.280131935,DOIDCRUD Index,120,jf_data.eco_nav,1,16,房地产,MSCI全球房地产指数
MXWO0RE Index,ARDITRBM Index_10,-0.331033812,0.331033812,ARDITRBM Index,10,jf_data.eco_nav,1,8,房地产,MSCI全球房地产指数
MXWO0RE Index,CPMINMAN Index_44,0.40368203,0.40368203,CPMINMAN Index,44,jf_data.eco_nav,1,3,房地产,MSCI全球房地产指数
MXWO0RE Index,CPMINMAN Index_120,0.302828352,0.302828352,CPMINMAN Index,120,jf_data.eco_nav,2,11,房地产,MSCI全球房地产指数
MXWO0RE Index,KORP7DR Index_250,-0.279305035,0.279305035,KORP7DR Index,250,jf_data.eco_nav,1,17,房地产,MSCI全球房地产指数
MXWO0RE Index,ECO1GFKC Index_90,0.302651488,0.302651488,ECO1GFKC Index,90,jf_data.eco_nav,2,12,房地产,MSCI全球房地产指数
MXWO0RE Index,ECO1GFKC Index_120,0.331982237,0.331982237,ECO1GFKC Index,120,jf_data.eco_nav,1,7,房地产,MSCI全球房地产指数
MXWO0RE Index,JNTSMFG Index_90,0.293579901,0.293579901,JNTSMFG Index,90,jf_data.eco_nav,1,14,房地产,MSCI全球房地产指数
MXWO0RE Index,USRINDXQ Index_250,-0.275038514,0.275038514,USRINDXQ Index,250,jf_data.eco_nav,1,19,房地产,MSCI全球房地产指数
MXWO0RE Index,NYFANG Index_44,-0.29548266,0.29548266,NYFANG Index,44,jf_data.index_ohlcv_pe,1,7,房地产,MSCI全球房地产指数
MXWO0RE Index,NYFANG Index_250,-0.293399529,0.293399529,NYFANG Index,250,jf_data.index_ohlcv_pe,2,9,房地产,MSCI全球房地产指数
MXWO0RE Index,JPNK400 Index_20,-0.285095982,0.285095982,JPNK400 Index,20,jf_data.index_ohlcv_pe,1,14,房地产,MSCI全球房地产指数
MXWO0RE Index,JPNK400 Index_90,-0.275583942,0.275583942,JPNK400 Index,90,jf_data.index_ohlcv_pe,2,16,房地产,MSCI全球房地产指数
MXWO0RE Index,SPGTIND Index_0,-0.266064048,0.266064048,SPGTIND Index,0,jf_data.index_ohlcv_pe,1,20,房地产,MSCI全球房地产指数
MXWO0RE Index,TPXNTR Index_20,-0.295333269,0.295333269,TPXNTR Index,20,jf_data.index_ohlcv_pe,1,8,房地产,MSCI全球房地产指数
MXWO0RE Index,TPXNTR Index_90,-0.284047704,0.284047704,TPXNTR Index,90,jf_data.index_ohlcv_pe,2,15,房地产,MSCI全球房地产指数
MXWO0RE Index,RTYFAST Index_250,-0.268408604,0.268408604,RTYFAST Index,250,jf_data.index_ohlcv_pe,1,18,房地产,MSCI全球房地产指数
MXWO0RE Index,MXWO0UT Index_0,-0.288631731,0.288631731,MXWO0UT Index,0,jf_data.index_ohlcv_pe,1,13,房地产,MSCI全球房地产指数
MXWO0RE Index,IBXXC1D1 Index_120,-0.289240386,0.289240386,IBXXC1D1 Index,120,jf_data.index_ohlcv_pe,1,12,房地产,MSCI全球房地产指数
MXWO0RE Index,IB8A Index_120,0.266436464,0.266436464,IB8A Index,120,jf_data.index_ohlcv_pe,1,19,房地产,MSCI全球房地产指数
MXWO0RE Index,EURPLN Curncy_0,0.299144275,0.299144275,EURPLN Curncy,0,jf_data.index_ohlcv_pe,1,2,房地产,MSCI全球房地产指数
MXWO0RE Index,EURPLN Curncy_250,0.297421221,0.297421221,EURPLN Curncy,250,jf_data.index_ohlcv_pe,2,5,房地产,MSCI全球房地产指数
MXWO0RE Index,EURHUF Curncy_250,0.29771029,0.29771029,EURHUF Curncy,250,jf_data.index_ohlcv_pe,1,4,房地产,MSCI全球房地产指数
MXWO0RE Index,ILS Curncy_250,0.298982481,0.298982481,ILS Curncy,250,jf_data.index_ohlcv_pe,1,3,房地产,MSCI全球房地产指数
MXWO0RE Index,PLN Curncy_250,0.295687029,0.295687029,PLN Curncy,250,jf_data.index_ohlcv_pe,1,6,房地产,MSCI全球房地产指数
MXWO0RE Index,FLQ1IN Index_120,-0.289286751,0.289286751,FLQ1IN Index,120,jf_data.index_ohlcv_pe,2,11,房地产,MSCI全球房地产指数
